country,flag,dbpedia1,wiki1
Τζιοβάνι Μπατίστα Περγκολέζι,Ιταλία,http://el.dbpedia.org/resource/Τζιοβάνι_Μπατίστα_Περγκολέζι,http://el.wikipedia.org/wiki/%CE%A4%CE%B6%CE%B9%CE%BF%CE%B2%CE%AC%CE%BD%CE%B9_%CE%9C%CF%80%CE%B1%CF%84%CE%AF%CF%83%CF%84%CE%B1_%CE%A0%CE%B5%CF%81%CE%B3%CE%BA%CE%BF%CE%BB%CE%AD%CE%B6%CE%B9
Ανδρέας Παπαδόπουλος Βρετός,Ιθάκη,http://el.dbpedia.org/resource/Ανδρέας_Παπαδόπουλος_Βρετός,http://el.wikipedia.org/wiki/%CE%91%CE%BD%CE%B4%CF%81%CE%AD%CE%B1%CF%82_%CE%A0%CE%B1%CF%80%CE%B1%CE%B4%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF%CF%82_%CE%92%CF%81%CE%B5%CF%84%CF%8C%CF%82
Ανδρέας Παπαδόπουλος Βρετός,Ελλάδα,http://el.dbpedia.org/resource/Ανδρέας_Παπαδόπουλος_Βρετός,http://el.wikipedia.org/wiki/%CE%91%CE%BD%CE%B4%CF%81%CE%AD%CE%B1%CF%82_%CE%A0%CE%B1%CF%80%CE%B1%CE%B4%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF%CF%82_%CE%92%CF%81%CE%B5%CF%84%CF%8C%CF%82
Πέτρος Α΄ της Ρωσίας (ο Μέγας),Μόσχα,http://el.dbpedia.org/resource/Πέτρος_Α΄_της_Ρωσίας_(ο_Μέγας),http://el.wikipedia.org/wiki/%CE%A0%CE%AD%CF%84%CF%81%CE%BF%CF%82_%CE%91%CE%84_%CF%84%CE%B7%CF%82_%CE%A1%CF%89%CF%83%CE%AF%CE%B1%CF%82_%28%CE%BF_%CE%9C%CE%AD%CE%B3%CE%B1%CF%82%29
Πέτρος Α΄ της Ρωσίας (ο Μέγας),Βασίλειο της Ρωσίας,http://el.dbpedia.org/resource/Πέτρος_Α΄_της_Ρωσίας_(ο_Μέγας),http://el.wikipedia.org/wiki/%CE%A0%CE%AD%CF%84%CF%81%CE%BF%CF%82_%CE%91%CE%84_%CF%84%CE%B7%CF%82_%CE%A1%CF%89%CF%83%CE%AF%CE%B1%CF%82_%28%CE%BF_%CE%9C%CE%AD%CE%B3%CE%B1%CF%82%29
Κάρολος ΙΣΤ΄ Γουσταύος της Σουηδίας,Σουηδία,http://el.dbpedia.org/resource/Κάρολος_ΙΣΤ΄_Γουσταύος_της_Σουηδίας,http://el.wikipedia.org/wiki/%CE%9A%CE%AC%CF%81%CE%BF%CE%BB%CE%BF%CF%82_%CE%99%CE%A3%CE%A4%CE%84_%CE%93%CE%BF%CF%85%CF%83%CF%84%CE%B1%CF%8D%CE%BF%CF%82_%CF%84%CE%B7%CF%82_%CE%A3%CE%BF%CF%85%CE%B7%CE%B4%CE%AF%CE%B1%CF%82
Κάρολος ΙΣΤ΄ Γουσταύος της Σουηδίας,Στοκχόλμη,http://el.dbpedia.org/resource/Κάρολος_ΙΣΤ΄_Γουσταύος_της_Σουηδίας,http://el.wikipedia.org/wiki/%CE%9A%CE%AC%CF%81%CE%BF%CE%BB%CE%BF%CF%82_%CE%99%CE%A3%CE%A4%CE%84_%CE%93%CE%BF%CF%85%CF%83%CF%84%CE%B1%CF%8D%CE%BF%CF%82_%CF%84%CE%B7%CF%82_%CE%A3%CE%BF%CF%85%CE%B7%CE%B4%CE%AF%CE%B1%CF%82
Γκέοργκ Βίλχελμ Φρήντριχ Χέγκελ,27 Αυγούστου,http://el.dbpedia.org/resource/Γκέοργκ_Βίλχελμ_Φρήντριχ_Χέγκελ,http://el.wikipedia.org/wiki/%CE%93%CE%BA%CE%AD%CE%BF%CF%81%CE%B3%CE%BA_%CE%92%CE%AF%CE%BB%CF%87%CE%B5%CE%BB%CE%BC_%CE%A6%CF%81%CE%AE%CE%BD%CF%84%CF%81%CE%B9%CF%87_%CE%A7%CE%AD%CE%B3%CE%BA%CE%B5%CE%BB
Βόλφγκανγκ Αμαντέους Μότσαρτ,Σάλτσμπουργκ,http://el.dbpedia.org/resource/Βόλφγκανγκ_Αμαντέους_Μότσαρτ,http://el.wikipedia.org/wiki/%CE%92%CF%8C%CE%BB%CF%86%CE%B3%CE%BA%CE%B1%CE%BD%CE%B3%CE%BA_%CE%91%CE%BC%CE%B1%CE%BD%CF%84%CE%AD%CE%BF%CF%85%CF%82_%CE%9C%CF%8C%CF%84%CF%83%CE%B1%CF%81%CF%84
Μαρία Ισαβέλλα της Πορτογαλίας,Πορτογαλία,http://el.dbpedia.org/resource/Μαρία_Ισαβέλλα_της_Πορτογαλίας,http://el.wikipedia.org/wiki/%CE%9C%CE%B1%CF%81%CE%AF%CE%B1_%CE%99%CF%83%CE%B1%CE%B2%CE%AD%CE%BB%CE%BB%CE%B1_%CF%84%CE%B7%CF%82_%CE%A0%CE%BF%CF%81%CF%84%CE%BF%CE%B3%CE%B1%CE%BB%CE%AF%CE%B1%CF%82
Κωνσταντίνος Κωνσταντόπουλος,Τρίπολη Αρκαδίας,http://el.dbpedia.org/resource/Κωνσταντίνος_Κωνσταντόπουλος,http://el.wikipedia.org/wiki/%CE%9A%CF%89%CE%BD%CF%83%CF%84%CE%B1%CE%BD%CF%84%CE%AF%CE%BD%CE%BF%CF%82_%CE%9A%CF%89%CE%BD%CF%83%CF%84%CE%B1%CE%BD%CF%84%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF%CF%82
Αρχιεπίσκοπος Τιράνων Αναστάσιος,Πειραιάς,http://el.dbpedia.org/resource/Αρχιεπίσκοπος_Τιράνων_Αναστάσιος,http://el.wikipedia.org/wiki/%CE%91%CF%81%CF%87%CE%B9%CE%B5%CF%80%CE%AF%CF%83%CE%BA%CE%BF%CF%80%CE%BF%CF%82_%CE%A4%CE%B9%CF%81%CE%AC%CE%BD%CF%89%CE%BD_%CE%91%CE%BD%CE%B1%CF%83%CF%84%CE%AC%CF%83%CE%B9%CE%BF%CF%82
Αρχιεπίσκοπος Τιράνων Αναστάσιος,Ελλάδα,http://el.dbpedia.org/resource/Αρχιεπίσκοπος_Τιράνων_Αναστάσιος,http://el.wikipedia.org/wiki/%CE%91%CF%81%CF%87%CE%B9%CE%B5%CF%80%CE%AF%CF%83%CE%BA%CE%BF%CF%80%CE%BF%CF%82_%CE%A4%CE%B9%CF%81%CE%AC%CE%BD%CF%89%CE%BD_%CE%91%CE%BD%CE%B1%CF%83%CF%84%CE%AC%CF%83%CE%B9%CE%BF%CF%82
Κωνσταντίνος Νικολόπουλος (συγγραφέας),Σμύρνη,http://el.dbpedia.org/resource/Κωνσταντίνος_Νικολόπουλος_(συγγραφέας),http://el.wikipedia.org/wiki/%CE%9A%CF%89%CE%BD%CF%83%CF%84%CE%B1%CE%BD%CF%84%CE%AF%CE%BD%CE%BF%CF%82_%CE%9D%CE%B9%CE%BA%CE%BF%CE%BB%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF%CF%82_%28%CF%83%CF%85%CE%B3%CE%B3%CF%81%CE%B1%CF%86%CE%AD%CE%B1%CF%82%29
Θεόφραστος Τριανταφυλλίδης,Σμύρνη,http://el.dbpedia.org/resource/Θεόφραστος_Τριανταφυλλίδης,http://el.wikipedia.org/wiki/%CE%98%CE%B5%CF%8C%CF%86%CF%81%CE%B1%CF%83%CF%84%CE%BF%CF%82_%CE%A4%CF%81%CE%B9%CE%B1%CE%BD%CF%84%CE%B1%CF%86%CF%85%CE%BB%CE%BB%CE%AF%CE%B4%CE%B7%CF%82
Γιόχαν Λούντβιχ Γκραφ Σβερίν φον Κρόσιγκ,Σαξονία,http://el.dbpedia.org/resource/Γιόχαν_Λούντβιχ_Γκραφ_Σβερίν_φον_Κρόσιγκ,http://el.wikipedia.org/wiki/%CE%93%CE%B9%CF%8C%CF%87%CE%B1%CE%BD_%CE%9B%CE%BF%CF%8D%CE%BD%CF%84%CE%B2%CE%B9%CF%87_%CE%93%CE%BA%CF%81%CE%B1%CF%86_%CE%A3%CE%B2%CE%B5%CF%81%CE%AF%CE%BD_%CF%86%CE%BF%CE%BD_%CE%9A%CF%81%CF%8C%CF%83%CE%B9%CE%B3%CE%BA
Χριστόφορος Νέζερ (ξάδερφος),Αθήνα,http://el.dbpedia.org/resource/Χριστόφορος_Νέζερ_(ξάδερφος),http://el.wikipedia.org/wiki/%CE%A7%CF%81%CE%B9%CF%83%CF%84%CF%8C%CF%86%CE%BF%CF%81%CE%BF%CF%82_%CE%9D%CE%AD%CE%B6%CE%B5%CF%81_%28%CE%BE%CE%AC%CE%B4%CE%B5%CF%81%CF%86%CE%BF%CF%82%29
Αντώνιος Μαρία Καποδίστριας,Κέρκυρα,http://el.dbpedia.org/resource/Αντώνιος_Μαρία_Καποδίστριας,http://el.wikipedia.org/wiki/%CE%91%CE%BD%CF%84%CF%8E%CE%BD%CE%B9%CE%BF%CF%82_%CE%9C%CE%B1%CF%81%CE%AF%CE%B1_%CE%9A%CE%B1%CF%80%CE%BF%CE%B4%CE%AF%CF%83%CF%84%CF%81%CE%B9%CE%B1%CF%82
Ιβάν Δ' της Ρωσίας (ο Τρομερός),Μόσχα,http://el.dbpedia.org/resource/Ιβάν_Δ'_της_Ρωσίας_(ο_Τρομερός),http://el.wikipedia.org/wiki/%CE%99%CE%B2%CE%AC%CE%BD_%CE%94%27_%CF%84%CE%B7%CF%82_%CE%A1%CF%89%CF%83%CE%AF%CE%B1%CF%82_%28%CE%BF_%CE%A4%CF%81%CE%BF%CE%BC%CE%B5%CF%81%CF%8C%CF%82%29
Ιβάν Δ' της Ρωσίας (ο Τρομερός),Μοσχοβία,http://el.dbpedia.org/resource/Ιβάν_Δ'_της_Ρωσίας_(ο_Τρομερός),http://el.wikipedia.org/wiki/%CE%99%CE%B2%CE%AC%CE%BD_%CE%94%27_%CF%84%CE%B7%CF%82_%CE%A1%CF%89%CF%83%CE%AF%CE%B1%CF%82_%28%CE%BF_%CE%A4%CF%81%CE%BF%CE%BC%CE%B5%CF%81%CF%8C%CF%82%29
Χοσέ Αντόνιο Πρίμο ντε Ριβέρα,Μαδρίτη,http://el.dbpedia.org/resource/Χοσέ_Αντόνιο_Πρίμο_ντε_Ριβέρα,http://el.wikipedia.org/wiki/%CE%A7%CE%BF%CF%83%CE%AD_%CE%91%CE%BD%CF%84%CF%8C%CE%BD%CE%B9%CE%BF_%CE%A0%CF%81%CE%AF%CE%BC%CE%BF_%CE%BD%CF%84%CE%B5_%CE%A1%CE%B9%CE%B2%CE%AD%CF%81%CE%B1
Γεώργιος Ε΄ του Ηνωμένου Βασιλείου,Λονδίνο,http://el.dbpedia.org/resource/Γεώργιος_Ε΄_του_Ηνωμένου_Βασιλείου,http://el.wikipedia.org/wiki/%CE%93%CE%B5%CF%8E%CF%81%CE%B3%CE%B9%CE%BF%CF%82_%CE%95%CE%84_%CF%84%CE%BF%CF%85_%CE%97%CE%BD%CF%89%CE%BC%CE%AD%CE%BD%CE%BF%CF%85_%CE%92%CE%B1%CF%83%CE%B9%CE%BB%CE%B5%CE%AF%CE%BF%CF%85
Φρειδερίκος Β΄ Χοενστάουφεν,Ιταλία,http://el.dbpedia.org/resource/Φρειδερίκος_Β΄_Χοενστάουφεν,http://el.wikipedia.org/wiki/%CE%A6%CF%81%CE%B5%CE%B9%CE%B4%CE%B5%CF%81%CE%AF%CE%BA%CE%BF%CF%82_%CE%92%CE%84_%CE%A7%CE%BF%CE%B5%CE%BD%CF%83%CF%84%CE%AC%CE%BF%CF%85%CF%86%CE%B5%CE%BD
Κωνσταντίνος Στεφανόπουλος,Πάτρα,http://el.dbpedia.org/resource/Κωνσταντίνος_Στεφανόπουλος,http://el.wikipedia.org/wiki/%CE%9A%CF%89%CE%BD%CF%83%CF%84%CE%B1%CE%BD%CF%84%CE%AF%CE%BD%CE%BF%CF%82_%CE%A3%CF%84%CE%B5%CF%86%CE%B1%CE%BD%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF%CF%82
Μεγάλη Δούκισσα Αναστασία της Ρωσίας,Ρωσική Αυτοκρατορία,http://el.dbpedia.org/resource/Μεγάλη_Δούκισσα_Αναστασία_της_Ρωσίας,http://el.wikipedia.org/wiki/%CE%9C%CE%B5%CE%B3%CE%AC%CE%BB%CE%B7_%CE%94%CE%BF%CF%8D%CE%BA%CE%B9%CF%83%CF%83%CE%B1_%CE%91%CE%BD%CE%B1%CF%83%CF%84%CE%B1%CF%83%CE%AF%CE%B1_%CF%84%CE%B7%CF%82_%CE%A1%CF%89%CF%83%CE%AF%CE%B1%CF%82
Μεγάλη Δούκισσα Αναστασία της Ρωσίας,Πέτερχοφ,http://el.dbpedia.org/resource/Μεγάλη_Δούκισσα_Αναστασία_της_Ρωσίας,http://el.wikipedia.org/wiki/%CE%9C%CE%B5%CE%B3%CE%AC%CE%BB%CE%B7_%CE%94%CE%BF%CF%8D%CE%BA%CE%B9%CF%83%CF%83%CE%B1_%CE%91%CE%BD%CE%B1%CF%83%CF%84%CE%B1%CF%83%CE%AF%CE%B1_%CF%84%CE%B7%CF%82_%CE%A1%CF%89%CF%83%CE%AF%CE%B1%CF%82
Πατριάρχης Αλεξανδρείας Καλλίνικος,Σκοτίνα Πιερίας,http://el.dbpedia.org/resource/Πατριάρχης_Αλεξανδρείας_Καλλίνικος,http://el.wikipedia.org/wiki/%CE%A0%CE%B1%CF%84%CF%81%CE%B9%CE%AC%CF%81%CF%87%CE%B7%CF%82_%CE%91%CE%BB%CE%B5%CE%BE%CE%B1%CE%BD%CE%B4%CF%81%CE%B5%CE%AF%CE%B1%CF%82_%CE%9A%CE%B1%CE%BB%CE%BB%CE%AF%CE%BD%CE%B9%CE%BA%CE%BF%CF%82
Ιωάννης (Γενναίος) Κολοκοτρώνης,Ζάκυνθος,http://el.dbpedia.org/resource/Ιωάννης_(Γενναίος)_Κολοκοτρώνης,http://el.wikipedia.org/wiki/%CE%99%CF%89%CE%AC%CE%BD%CE%BD%CE%B7%CF%82_%28%CE%93%CE%B5%CE%BD%CE%BD%CE%B1%CE%AF%CE%BF%CF%82%29_%CE%9A%CE%BF%CE%BB%CE%BF%CE%BA%CE%BF%CF%84%CF%81%CF%8E%CE%BD%CE%B7%CF%82
Νίκος Οικονομόπουλος (τραγουδιστής),Πάτρα,http://el.dbpedia.org/resource/Νίκος_Οικονομόπουλος_(τραγουδιστής),http://el.wikipedia.org/wiki/%CE%9D%CE%AF%CE%BA%CE%BF%CF%82_%CE%9F%CE%B9%CE%BA%CE%BF%CE%BD%CE%BF%CE%BC%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF%CF%82_%28%CF%84%CF%81%CE%B1%CE%B3%CE%BF%CF%85%CE%B4%CE%B9%CF%83%CF%84%CE%AE%CF%82%29
Αντώναρος (καραγκιοζοπαίκτης),Πάτρα,http://el.dbpedia.org/resource/Αντώναρος_(καραγκιοζοπαίκτης),http://el.wikipedia.org/wiki/%CE%91%CE%BD%CF%84%CF%8E%CE%BD%CE%B1%CF%81%CE%BF%CF%82_%28%CE%BA%CE%B1%CF%81%CE%B1%CE%B3%CE%BA%CE%B9%CE%BF%CE%B6%CE%BF%CF%80%CE%B1%CE%AF%CE%BA%CF%84%CE%B7%CF%82%29
Αντώναρος (καραγκιοζοπαίκτης),Ελλάδα,http://el.dbpedia.org/resource/Αντώναρος_(καραγκιοζοπαίκτης),http://el.wikipedia.org/wiki/%CE%91%CE%BD%CF%84%CF%8E%CE%BD%CE%B1%CF%81%CE%BF%CF%82_%28%CE%BA%CE%B1%CF%81%CE%B1%CE%B3%CE%BA%CE%B9%CE%BF%CE%B6%CE%BF%CF%80%CE%B1%CE%AF%CE%BA%CF%84%CE%B7%CF%82%29
Κωνσταντίνος Β΄ της Ελλάδας,Αθήνα,http://el.dbpedia.org/resource/Κωνσταντίνος_Β΄_της_Ελλάδας,http://el.wikipedia.org/wiki/%CE%9A%CF%89%CE%BD%CF%83%CF%84%CE%B1%CE%BD%CF%84%CE%AF%CE%BD%CE%BF%CF%82_%CE%92%CE%84_%CF%84%CE%B7%CF%82_%CE%95%CE%BB%CE%BB%CE%AC%CE%B4%CE%B1%CF%82
Κωνσταντίνος Β΄ της Ελλάδας,Παλαιό Ψυχικό,http://el.dbpedia.org/resource/Κωνσταντίνος_Β΄_της_Ελλάδας,http://el.wikipedia.org/wiki/%CE%9A%CF%89%CE%BD%CF%83%CF%84%CE%B1%CE%BD%CF%84%CE%AF%CE%BD%CE%BF%CF%82_%CE%92%CE%84_%CF%84%CE%B7%CF%82_%CE%95%CE%BB%CE%BB%CE%AC%CE%B4%CE%B1%CF%82
Κωνσταντίνος Β΄ της Ελλάδας,Ελλάδα,http://el.dbpedia.org/resource/Κωνσταντίνος_Β΄_της_Ελλάδας,http://el.wikipedia.org/wiki/%CE%9A%CF%89%CE%BD%CF%83%CF%84%CE%B1%CE%BD%CF%84%CE%AF%CE%BD%CE%BF%CF%82_%CE%92%CE%84_%CF%84%CE%B7%CF%82_%CE%95%CE%BB%CE%BB%CE%AC%CE%B4%CE%B1%CF%82
Τούσιας Μπότσαρης (νεότερος),Σούλι,http://el.dbpedia.org/resource/Τούσιας_Μπότσαρης_(νεότερος),http://el.wikipedia.org/wiki/%CE%A4%CE%BF%CF%8D%CF%83%CE%B9%CE%B1%CF%82_%CE%9C%CF%80%CF%8C%CF%84%CF%83%CE%B1%CF%81%CE%B7%CF%82_%28%CE%BD%CE%B5%CF%8C%CF%84%CE%B5%CF%81%CE%BF%CF%82%29
Δημήτρης Δασκαλόπουλος (ποιητής),Αθήνα,http://el.dbpedia.org/resource/Δημήτρης_Δασκαλόπουλος_(ποιητής),http://el.wikipedia.org/wiki/%CE%94%CE%B7%CE%BC%CE%AE%CF%84%CF%81%CE%B7%CF%82_%CE%94%CE%B1%CF%83%CE%BA%CE%B1%CE%BB%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF%CF%82_%28%CF%80%CE%BF%CE%B9%CE%B7%CF%84%CE%AE%CF%82%29
Δημήτρης Δασκαλόπουλος (ποιητής),Ελλάδα,http://el.dbpedia.org/resource/Δημήτρης_Δασκαλόπουλος_(ποιητής),http://el.wikipedia.org/wiki/%CE%94%CE%B7%CE%BC%CE%AE%CF%84%CF%81%CE%B7%CF%82_%CE%94%CE%B1%CF%83%CE%BA%CE%B1%CE%BB%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF%CF%82_%28%CF%80%CE%BF%CE%B9%CE%B7%CF%84%CE%AE%CF%82%29
Αικατερίνη Μικαέλα της Ισπανίας,Ισπανία,http://el.dbpedia.org/resource/Αικατερίνη_Μικαέλα_της_Ισπανίας,http://el.wikipedia.org/wiki/%CE%91%CE%B9%CE%BA%CE%B1%CF%84%CE%B5%CF%81%CE%AF%CE%BD%CE%B7_%CE%9C%CE%B9%CE%BA%CE%B1%CE%AD%CE%BB%CE%B1_%CF%84%CE%B7%CF%82_%CE%99%CF%83%CF%80%CE%B1%CE%BD%CE%AF%CE%B1%CF%82
Αικατερίνη Μικαέλα της Ισπανίας,Μαδρίτη,http://el.dbpedia.org/resource/Αικατερίνη_Μικαέλα_της_Ισπανίας,http://el.wikipedia.org/wiki/%CE%91%CE%B9%CE%BA%CE%B1%CF%84%CE%B5%CF%81%CE%AF%CE%BD%CE%B7_%CE%9C%CE%B9%CE%BA%CE%B1%CE%AD%CE%BB%CE%B1_%CF%84%CE%B7%CF%82_%CE%99%CF%83%CF%80%CE%B1%CE%BD%CE%AF%CE%B1%CF%82
Πύλη:Γερμανία/Επιλεγμένη Προσωπικότητα,Αυστροουγγαρία,http://el.dbpedia.org/resource/Πύλη:Γερμανία/Επιλεγμένη_Προσωπικότητα,http://el.wikipedia.org/wiki/%CE%A0%CF%8D%CE%BB%CE%B7:%CE%93%CE%B5%CF%81%CE%BC%CE%B1%CE%BD%CE%AF%CE%B1/%CE%95%CF%80%CE%B9%CE%BB%CE%B5%CE%B3%CE%BC%CE%AD%CE%BD%CE%B7_%CE%A0%CF%81%CE%BF%CF%83%CF%89%CF%80%CE%B9%CE%BA%CF%8C%CF%84%CE%B7%CF%84%CE%B1
’γιοι Κύριλλος και Μεθόδιος,Θεσσαλονίκη,http://el.dbpedia.org/resource/’γιοι_Κύριλλος_και_Μεθόδιος,http://el.wikipedia.org/wiki/%CE%86%CE%B3%CE%B9%CE%BF%CE%B9_%CE%9A%CF%8D%CF%81%CE%B9%CE%BB%CE%BB%CE%BF%CF%82_%CE%BA%CE%B1%CE%B9_%CE%9C%CE%B5%CE%B8%CF%8C%CE%B4%CE%B9%CE%BF%CF%82
Λουδοβίκος Φραγκίσκος Α' του Κοντί,Γαλλία,http://el.dbpedia.org/resource/Λουδοβίκος_Φραγκίσκος_Α'_του_Κοντί,http://el.wikipedia.org/wiki/%CE%9B%CE%BF%CF%85%CE%B4%CE%BF%CE%B2%CE%AF%CE%BA%CE%BF%CF%82_%CE%A6%CF%81%CE%B1%CE%B3%CE%BA%CE%AF%CF%83%CE%BA%CE%BF%CF%82_%CE%91%27_%CF%84%CE%BF%CF%85_%CE%9A%CE%BF%CE%BD%CF%84%CE%AF
Λουδοβίκος Φραγκίσκος Α' του Κοντί,Παρίσι,http://el.dbpedia.org/resource/Λουδοβίκος_Φραγκίσκος_Α'_του_Κοντί,http://el.wikipedia.org/wiki/%CE%9B%CE%BF%CF%85%CE%B4%CE%BF%CE%B2%CE%AF%CE%BA%CE%BF%CF%82_%CE%A6%CF%81%CE%B1%CE%B3%CE%BA%CE%AF%CF%83%CE%BA%CE%BF%CF%82_%CE%91%27_%CF%84%CE%BF%CF%85_%CE%9A%CE%BF%CE%BD%CF%84%CE%AF
Ευάγγελος Δαμάσκος (ηθοποιός),Πειραιάς,http://el.dbpedia.org/resource/Ευάγγελος_Δαμάσκος_(ηθοποιός),http://el.wikipedia.org/wiki/%CE%95%CF%85%CE%AC%CE%B3%CE%B3%CE%B5%CE%BB%CE%BF%CF%82_%CE%94%CE%B1%CE%BC%CE%AC%CF%83%CE%BA%CE%BF%CF%82_%28%CE%B7%CE%B8%CE%BF%CF%80%CE%BF%CE%B9%CF%8C%CF%82%29
Γκιγιώμ Κορνέλις βαν Μπέβερλοο,Βέλγιο,http://el.dbpedia.org/resource/Γκιγιώμ_Κορνέλις_βαν_Μπέβερλοο,http://el.wikipedia.org/wiki/%CE%93%CE%BA%CE%B9%CE%B3%CE%B9%CF%8E%CE%BC_%CE%9A%CE%BF%CF%81%CE%BD%CE%AD%CE%BB%CE%B9%CF%82_%CE%B2%CE%B1%CE%BD_%CE%9C%CF%80%CE%AD%CE%B2%CE%B5%CF%81%CE%BB%CE%BF%CE%BF
Γκιγιώμ Κορνέλις βαν Μπέβερλοο,Λιέγη,http://el.dbpedia.org/resource/Γκιγιώμ_Κορνέλις_βαν_Μπέβερλοο,http://el.wikipedia.org/wiki/%CE%93%CE%BA%CE%B9%CE%B3%CE%B9%CF%8E%CE%BC_%CE%9A%CE%BF%CF%81%CE%BD%CE%AD%CE%BB%CE%B9%CF%82_%CE%B2%CE%B1%CE%BD_%CE%9C%CF%80%CE%AD%CE%B2%CE%B5%CF%81%CE%BB%CE%BF%CE%BF
Γεώργιος Παπανδρέου (ιστορικός),Ελλάδα,http://el.dbpedia.org/resource/Γεώργιος_Παπανδρέου_(ιστορικός),http://el.wikipedia.org/wiki/%CE%93%CE%B5%CF%8E%CF%81%CE%B3%CE%B9%CE%BF%CF%82_%CE%A0%CE%B1%CF%80%CE%B1%CE%BD%CE%B4%CF%81%CE%AD%CE%BF%CF%85_%28%CE%B9%CF%83%CF%84%CE%BF%CF%81%CE%B9%CE%BA%CF%8C%CF%82%29
Σπυρίδων Μαρκεζίνης (πρωθυπουργός),Αθήνα,http://el.dbpedia.org/resource/Σπυρίδων_Μαρκεζίνης_(πρωθυπουργός),http://el.wikipedia.org/wiki/%CE%A3%CF%80%CF%85%CF%81%CE%AF%CE%B4%CF%89%CE%BD_%CE%9C%CE%B1%CF%81%CE%BA%CE%B5%CE%B6%CE%AF%CE%BD%CE%B7%CF%82_%28%CF%80%CF%81%CF%89%CE%B8%CF%85%CF%80%CE%BF%CF%85%CF%81%CE%B3%CF%8C%CF%82%29
Παλαιών Πατρών Παρθένιος Δ΄,Ιωάννινα,http://el.dbpedia.org/resource/Παλαιών_Πατρών_Παρθένιος_Δ΄,http://el.wikipedia.org/wiki/%CE%A0%CE%B1%CE%BB%CE%B1%CE%B9%CF%8E%CE%BD_%CE%A0%CE%B1%CF%84%CF%81%CF%8E%CE%BD_%CE%A0%CE%B1%CF%81%CE%B8%CE%AD%CE%BD%CE%B9%CE%BF%CF%82_%CE%94%CE%84
Κωνσταντίνος Μαυροκορδάτος,Κωνσταντινούπολη,http://el.dbpedia.org/resource/Κωνσταντίνος_Μαυροκορδάτος,http://el.wikipedia.org/wiki/%CE%9A%CF%89%CE%BD%CF%83%CF%84%CE%B1%CE%BD%CF%84%CE%AF%CE%BD%CE%BF%CF%82_%CE%9C%CE%B1%CF%85%CF%81%CE%BF%CE%BA%CE%BF%CF%81%CE%B4%CE%AC%CF%84%CE%BF%CF%82
Κωνσταντίνος Μαυροκορδάτος,Οθωμανική αυτοκρατορία,http://el.dbpedia.org/resource/Κωνσταντίνος_Μαυροκορδάτος,http://el.wikipedia.org/wiki/%CE%9A%CF%89%CE%BD%CF%83%CF%84%CE%B1%CE%BD%CF%84%CE%AF%CE%BD%CE%BF%CF%82_%CE%9C%CE%B1%CF%85%CF%81%CE%BF%CE%BA%CE%BF%CF%81%CE%B4%CE%AC%CF%84%CE%BF%CF%82
Γεώργιος ΣΤ΄ του Ηνωμένου Βασιλείου,Αγγλία,http://el.dbpedia.org/resource/Γεώργιος_ΣΤ΄_του_Ηνωμένου_Βασιλείου,http://el.wikipedia.org/wiki/%CE%93%CE%B5%CF%8E%CF%81%CE%B3%CE%B9%CE%BF%CF%82_%CE%A3%CE%A4%CE%84_%CF%84%CE%BF%CF%85_%CE%97%CE%BD%CF%89%CE%BC%CE%AD%CE%BD%CE%BF%CF%85_%CE%92%CE%B1%CF%83%CE%B9%CE%BB%CE%B5%CE%AF%CE%BF%CF%85
Γεώργιος ΣΤ΄ του Ηνωμένου Βασιλείου,Ηνωμένο Βασίλειο,http://el.dbpedia.org/resource/Γεώργιος_ΣΤ΄_του_Ηνωμένου_Βασιλείου,http://el.wikipedia.org/wiki/%CE%93%CE%B5%CF%8E%CF%81%CE%B3%CE%B9%CE%BF%CF%82_%CE%A3%CE%A4%CE%84_%CF%84%CE%BF%CF%85_%CE%97%CE%BD%CF%89%CE%BC%CE%AD%CE%BD%CE%BF%CF%85_%CE%92%CE%B1%CF%83%CE%B9%CE%BB%CE%B5%CE%AF%CE%BF%CF%85
Γεώργιος Αθανασιάδης - Νόβας,Ναύπακτος,http://el.dbpedia.org/resource/Γεώργιος_Αθανασιάδης_-_Νόβας,http://el.wikipedia.org/wiki/%CE%93%CE%B5%CF%8E%CF%81%CE%B3%CE%B9%CE%BF%CF%82_%CE%91%CE%B8%CE%B1%CE%BD%CE%B1%CF%83%CE%B9%CE%AC%CE%B4%CE%B7%CF%82_-_%CE%9D%CF%8C%CE%B2%CE%B1%CF%82
